Id,Name,Score,Genres,English,Japanese,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Min_Duration,Aired_Start,Aired_End,Premiered_Year,Premiered_Season
38719,Fight League: Gear Gadget Generators,6.15,"Action, Sci-Fi, Mecha",Fight League:Gear Gadget Generators,ファイトリーグ ギア・ガジェット・ジェネレーターズ,ONA,26,Bandai Entertainment,Unknown,Sunrise,Game,10 min. per ep.,PG-13,7558,7695,3151,11,10.0,"Feb 14, 2019","Aug 8, 2019",Unknown,Unknown
38720,Lupin III: Goodbye Partner,6.83,"Action, Adventure, Mystery, Comedy, Seinen",Unknown,ルパン三世 グッバイ・パートナー,Special,1,TMS Music,Discotek Media,TMS Entertainment,Manga,1 hr. 32 min.,PG-13,4332,7000,4119,7,92.0,"Jan 25, 2019",Unknown,Unknown,Unknown
38722,Shadow Skill (1999),Unknown,"Comedy, Parody",Unknown,影技 (1999) [邪技 ぢゃどうすぎる],OVA,1,Takeshobo,Unknown,Zero-G Room,Manga,18 min.,R+,11911,13617,291,2,18.0,1999,Unknown,Unknown,Unknown
38727,Een,5.01,Dementia,WAAAH,えーん,ONA,1,Unknown,Unknown,Unknown,Original,1 min.,R+,10595,12120,500,0,1.0,"Feb 12, 2018",Unknown,Unknown,Unknown
38728,Onami,5.02,Music,Onami,Onami,Music,1,Unknown,Unknown,Unknown,Original,5 min.,R+,10574,14668,212,0,5.0,"Jan 21, 2018",Unknown,Unknown,Unknown
38731,Diamond no Ace: Act II,8.23,"Comedy, Sports, School, Shounen",Ace of Diamond Act II,ダイヤのA[エース] actII,TV,52,TV Tokyo,Unknown,Madhouse,Manga,24 min. per ep.,PG-13,276,2127,55084,635,24.0,"Apr 2, 2019","Mar 31, 2020",2019,Spring
38732,"Chikan Shita Joshi*sei to Sonogo, Musabori Au Youna Doero Junai",7.13,Hentai,Unknown,"痴漢した女子●生とその後, むさぼり合うようなドエロ純愛",ONA,2,Unknown,Unknown,SELFISH,Digital manga,15 min. per ep.,Hentai,0,7352,3631,50,15.0,"Oct 19, 2018","Oct 26, 2018",Unknown,Unknown
38733,Hataraku Saibou: Kaze Shoukougun,7.28,"Comedy, Shounen",Cells at Work Special,はたらく細胞 新作エピソード「風邪症候群」,Special,1,Unknown,Unknown,David Production,Manga,23 min.,PG-13,2443,2731,35267,9,23.0,"Dec 27, 2018",Unknown,Unknown,Unknown
38735,7 Seeds,6.55,"Adventure, Drama, Mystery, Psychological, Romance, Sci-Fi, Shoujo",7 Seeds,7SEEDS,ONA,12,Nihon Ad Systems,Unknown,Gonzo,Manga,25 min. per ep.,R+,5624,1736,76253,234,25.0,"Jun 28, 2019",Unknown,Unknown,Unknown
38740,Bai She: Yuan Qi,7.47,"Action, Adventure, Demons, Drama, Fantasy, Historical, Martial Arts, Romance",White Snake,白蛇：缘起,Movie,1,Unknown,GKIDS,Light Chaser Animation Studios,Original,1 hr. 35 min.,PG-13,1659,7204,3825,16,95.0,"Jan 11, 2019",Unknown,Unknown,Unknown
38741,Xue Ying Ling Zhu,7.22,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",Unknown,雪鹰领主,ONA,26,Tencent Penguin Pictures,Unknown,Mili Pictures,Novel,19 min. per ep.,PG-13,2706,8968,1926,15,19.0,"Dec 20, 2018","Jun 6, 2019",Unknown,Unknown
38742,Da Li Si Rizhi,6.72,"Action, Mystery, Comedy, Historical, Demons, Martial Arts",White Cat Legend,大理寺日志,ONA,12,bilibili,Unknown,Nice Boat Animation,Web manga,17 min. per ep.,PG-13,4790,8154,2630,6,17.0,"Apr 10, 2020","Jul 3, 2020",Unknown,Unknown
38743,Korasho no Kaitei Wakuwaku Daibouken! Movie,Unknown,"Adventure, Kids, Fantasy",Unknown,映画コラショの海底わくわく大冒険!,Movie,1,Benesse Corporation,Unknown,TMS Entertainment,Other,Unknown,PG,15145,15328,174,0,0.0,"Feb 1, 2019",Unknown,Unknown,Unknown
38744,Hangyakusei Million Arthur PV,5.76,"Action, Adventure, Fantasy",Han-Gyaku-Sei Million Arthur,叛逆性ミリオンアーサー,ONA,1,Square Enix,Unknown,Unknown,Game,1 min.,PG-13,8984,9249,1711,2,1.0,"Nov 29, 2018",Unknown,Unknown,Unknown
38748,"""Tokyo""",4.74,Dementia,Tokyo,「とうきょう」- Tokyo,Movie,1,Unknown,Unknown,Unknown,Original,1 min.,G,10782,12759,386,1,1.0,"Oct 5, 2017",Unknown,Unknown,Unknown
38753,Araburu Kisetsu no Otome-domo yo.,7.5,"Comedy, Drama, Romance, School, Shounen",O Maidens in Your Savage Season,荒ぶる季節の乙女どもよ。,TV,12,Mainichi Broadcasting System,Sentai Filmworks,Lay-duce,Manga,24 min. per ep.,PG-13,1568,723,204221,1090,24.0,"Jul 6, 2019","Sep 21, 2019",2019,Summer
38756,2,4.58,Music,2,2,Music,1,Lute,Unknown,Unknown,Original,4 min.,G,10878,13031,348,0,4.0,"Oct 6, 2017",Unknown,Unknown,Unknown
38759,Sewayaki Kitsune no Senko-san,7.36,"Slice of Life, Comedy, Supernatural, Romance",The Helpful Fox Senko-san,世話やきキツネの仙狐さん,TV,12,Docomo Anime Store,Funimation,Doga Kobo,Web manga,23 min. per ep.,PG-13,2078,628,229506,1650,23.0,"Apr 10, 2019","Jun 26, 2019",2019,Spring
38760,Tsuma Netori: Ikumi to Shizuka,6.05,Hentai,Unknown,妻ネトリ 郁美と静香,OVA,1,Unknown,Unknown,ZIZ Entertainment (ZIZ),Visual novel,30 min.,Hentai,0,8809,2015,11,30.0,"Dec 28, 2018",Unknown,Unknown,Unknown
38767,Cinderella Girls Gekijou: Climax Season,6.47,"Slice of Life, Comedy",Unknown,シンデレラガールズ劇場 CLIMAX SEASON,TV,13,Unknown,Unknown,Gathering,4-koma manga,3 min. per ep.,PG-13,6061,7631,3251,3,3.0,"Apr 2, 2019","Jun 25, 2019",2019,Spring
38768,Black Clover: Jump Festa 2018 Special,6.17,"Comedy, Fantasy, Shounen",Black Clover:The All Magic Knights Thanksgiving Festa,JSAF2018スペシャルアニメ「オール魔法騎士感謝祭」,Special,1,TV Tokyo,Unknown,Studio Pierrot,Manga,23 min.,PG-13,7480,3972,16800,19,23.0,"Nov 25, 2018",Unknown,Unknown,Unknown
38770,Detective Conan Movie 23: The Fist of Blue Sapphire,7.82,"Action, Mystery, Comedy, Police, Drama, Shounen",Unknown,劇場版 名探偵コナン 紺青の拳（フィスト）,Movie,1,Shogakukan-Shueisha Productions,Unknown,TMS Entertainment,Manga,1 hr. 49 min.,PG-13,789,4091,15719,56,109.0,"Apr 12, 2019",Unknown,Unknown,Unknown
38773,Buggy Map,5.02,Dementia,BUGGY MAP,BUGGY MAP,Special,2,Unknown,Unknown,Unknown,Original,1 min. per ep.,G,10592,14975,195,0,1.0,"Dec 9, 2014","Apr 1, 2015",Unknown,Unknown
38775,Rune's Pharmacy: Tiarajima no Okusuriya-san,6.19,"Hentai, Fantasy",Unknown,Rune'sPharmacy ～ティアラ島のお薬屋さん,ONA,4,Unknown,Unknown,SELFISH,Game,15 min. per ep.,Hentai,0,7980,2824,9,15.0,"Nov 30, 2018","Dec 20, 2019",Unknown,Unknown
38777,Jujutsu Kaisen,6.95,Shounen,Jujutsu Kaisen,呪術廻戦,ONA,3,Unknown,Unknown,Yokohama Animation Lab,Manga,1 min. per ep.,G,3807,4283,14024,404,1.0,"Dec 3, 2018","Dec 8, 2018",Unknown,Unknown
38778,Midara na Ao-chan wa Benkyou ga Dekinai,6.78,"Comedy, Romance, Ecchi, Shounen",Ao-chan Can't Study!,淫らな青ちゃんは勉強ができない,TV,12,Mainichi Broadcasting System,Sentai Filmworks,SILVER LINK.,Manga,12 min. per ep.,PG-13,4545,922,161854,443,12.0,"Apr 6, 2019","Jun 22, 2019",2019,Spring
38779,Kami-machi Sana-chan The Animation,6.66,Hentai,Unknown,神待ちサナちゃん THE ANIMATION,OVA,1,Pink Pineapple,Unknown,Unknown,Visual novel,27 min.,Hentai,0,7470,3465,22,27.0,"Feb 22, 2019",Unknown,Unknown,Unknown
38783,Ikebukuro PR Anime,6.15,Fantasy,Ikebukuro PR Anime,池袋PRアニメ,ONA,1,animate,Unknown,Shaft,Original,3 min.,G,7593,9840,1336,1,3.0,"Jan 17, 2019",Unknown,Unknown,Unknown
38787,Senryuu Shoujo,7.41,"Slice of Life, Comedy, School, Shounen",Senryu Girl,川柳少女,TV,12,Mainichi Broadcasting System,Sentai Filmworks,Connect,4-koma manga,12 min. per ep.,PG-13,1880,1165,127460,402,12.0,"Apr 6, 2019","Jun 22, 2019",2019,Spring
38788,Detective Conan: Amuro Secret Call,6.24,"Mystery, Comedy, Police",Unknown,名探偵コナン  シークレット安室コール,Special,1,Unknown,Unknown,TMS Entertainment,Manga,2 min.,PG-13,7141,9469,1556,1,2.0,"Oct 3, 2018",Unknown,Unknown,Unknown
38789,One Room Second Season Special,5.52,Ecchi,Unknown,One Room セカンドシーズン -extra-,Special,1,Unknown,Unknown,Zero-G,Original,11 min.,PG-13,9617,6035,5927,3,11.0,"Nov 30, 2018",Unknown,Unknown,Unknown
38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.59,"Action, Game, Sci-Fi, Adventure, Comedy, Fantasy","BOFURI:I Don't Want to Get Hurt, so I'll Max Out My Defense.",痛いのは嫌なので防御力に極振りしたいと思います。,TV,12,AT-X,Funimation,SILVER LINK.,Light novel,23 min. per ep.,PG-13,1319,516,278001,1986,23.0,"Jan 8, 2020","Mar 25, 2020",2020,Winter
38793,Tensei shitara Slime Datta Ken OVA,7.46,"Fantasy, Shounen",That Time I Got Reincarnated as a Slime OAD,転生したらスライムだった件 OVA,OVA,5,Unknown,Unknown,8bit,Manga,23 min. per ep.,PG-13,1700,1190,122950,362,23.0,"Jul 9, 2019","Nov 27, 2020",Unknown,Unknown
38795,I Want Nothing,5.39,"Dementia, Music",I Want Nothing,I Want Nothing,Music,1,Unknown,Unknown,Unknown,Original,2 min.,PG-13,9971,15311,176,1,2.0,"Apr 10, 2008",Unknown,Unknown,Unknown
38797,"Papa datte, Shitai",5.97,Shounen Ai,Unknown,"パパだって, したい",TV,8,Picante Circus,Unknown,Magic Bus,Manga,6 min. per ep.,R+,8322,3706,19671,219,6.0,"Jan 7, 2019","Feb 25, 2019",2019,Winter
38798,Tsuma ga Kirei ni Natta Wake,6.37,Hentai,Unknown,妻が綺麗になったワケ,OVA,2,Unknown,Unknown,Unknown,Visual novel,15 min. per ep.,Hentai,0,7363,3612,30,15.0,"Apr 5, 2019","May 31, 2019",Unknown,Unknown
38799,Koukaku Kidoutai: SAC_2045,6.69,"Action, Military, Sci-Fi, Police, Mecha, Seinen",Unknown,攻殻機動隊 SAC_2045,ONA,12,Unknown,Unknown,Production I.G,Manga,24 min. per ep.,R-17+,4952,3243,25527,44,24.0,"Apr 23, 2020",Unknown,Unknown,Unknown
38803,Anima Yell! Ouen Douga,5.66,"Comedy, School",Unknown,アニマエール！応援動画,ONA,12,Unknown,Unknown,Doga Kobo,4-koma manga,2 min. per ep.,PG-13,9269,9308,1660,0,2.0,"Oct 7, 2018","Dec 23, 2018",Unknown,Unknown
38804,Kiratto Pri☆chan Season 2,7.06,"Music, Slice of Life, Comedy, Magic, Shoujo",Unknown,キラッとプリ☆チャン シーズン2,TV,51,Unknown,Unknown,Tatsunoko Production,Game,24 min. per ep.,PG,3421,9361,1626,21,24.0,"Apr 7, 2019","Mar 29, 2020",2019,Spring
38807,Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet,6.12,"Action, Adventure, Fantasy",Unknown,ゴブリンスレイヤー　冒険記録用紙[アドベンチャーシート],Special,1,Unknown,Unknown,White Fox,Light novel,23 min.,R-17+,7722,2675,36413,29,23.0,"Dec 16, 2018",Unknown,Unknown,Unknown
38808,Ok? Alright!,5.32,Music,Unknown,オーケー？オーライ！,Music,1,Unknown,Unknown,Unknown,Original,2 min.,G,10110,12247,480,0,2.0,"Oct 18, 2018",Unknown,Unknown,Unknown
38809,Black'n White Jammin' Cats,5.48,Music,Black'n White Jammin' Cats,Black'n White JAMMIN' CATS,Music,1,Unknown,Unknown,Unknown,Original,2 min.,G,9738,12156,497,0,2.0,"Dec 3, 2018",Unknown,Unknown,Unknown
38810,Bleach: Gotei 13 Omake,6.45,"Action, Adventure",Bleach:13 Court Guard Squads Omake,Unknown,Special,1,Unknown,Unknown,Unknown,Manga,3 min.,PG-13,6153,6047,5941,13,3.0,"Jun 12, 2005",Unknown,Unknown,Unknown
38813,Asayake to Nettaigyo,5.46,Music,Unknown,朝焼けと熱帯魚,Music,1,Victor Entertainment,Unknown,Unknown,Original,1 min.,G,9792,15141,189,0,1.0,"Jan 7, 2018",Unknown,Unknown,Unknown
38814,Nobunaga-sensei no Osanazuma,5.27,"Comedy, Ecchi, Harem, Romance, School",Nobunaga teacher's young bride,ノブナガ先生の幼な妻,TV,12,Unknown,Unknown,Seven,Manga,7 min. per ep.,R+,10192,2089,56676,81,7.0,"Apr 6, 2019","Jun 22, 2019",2019,Spring
38815,Aggressive Retsuko: We Wish You a Metal Christmas,7.28,"Slice of Life, Comedy",Aggretsuko:We Wish You a Metal Christmas,アグレッシブ烈子:We Wish You a Metal Christmas,ONA,1,Sanrio,Unknown,Fanworks,Other,22 min.,PG-13,2408,2729,35318,23,22.0,"Dec 20, 2018",Unknown,Unknown,Unknown
38816,Hello World,7.61,"Sci-Fi, Drama, Romance",Unknown,ハロー・ワールド,Movie,1,Yomiuri Telecasting,Unknown,Graphinica,Original,1 hr. 37 min.,PG-13,1250,1358,105715,755,97.0,"Sep 20, 2019",Unknown,Unknown,Unknown
38817,Takarasagashi no Natsuyasumi,6.27,Hentai,Unknown,たからさがしのなつやすみ,ONA,1,Unknown,Unknown,Unknown,Original,50 min.,Hentai,0,11604,619,4,50.0,"Feb 1, 2014",Unknown,Unknown,Unknown
38819,Bad! Bad! Bad!,5.44,"Action, Cars, Music",Bad! Bad! Bad!,BAD! BAD! BAD!,Music,1,Toy's Factory,Unknown,Unknown,Original,3 min.,PG,9837,14124,251,0,3.0,"Feb 20, 2008",Unknown,Unknown,Unknown
38824,Baby I Love You Daze,7.42,"Music, Romance",Unknown,ベイビーアイラブユーだぜ,ONA,1,Unknown,Unknown,Bones,Original,3 min.,G,1815,6248,5497,20,3.0,"Dec 11, 2018",Unknown,Unknown,Unknown
38826,Tenki no Ko,8.41,"Slice of Life, Drama, Romance, Fantasy",Weathering With You,天気の子,Movie,1,Toho,GKIDS,CoMix Wave Films,Original,1 hr. 54 min.,PG-13,150,259,475388,7613,114.0,"Jul 19, 2019",Unknown,Unknown,Unknown
38830,"Hachi-nan tte, Sore wa Nai deshou!",6.19,"Action, Fantasy",The 8th son? Are you kidding me?,八男って、それはないでしょう！,TV,12,Satelight,Unknown,SynergySP,Light novel,23 min. per ep.,PG-13,7402,1147,129426,317,23.0,"Apr 2, 2020","Jun 18, 2020",2020,Spring
38831,Yue ni Hitozuma wa Netorareta.,5.95,Hentai,Unknown,故に人妻は寝取られた.,OVA,2,Queen Bee,Unknown,Unknown,Manga,20 min. per ep.,Hentai,0,8240,2542,9,20.0,"Feb 22, 2019","Apr 12, 2019",Unknown,Unknown
38835,Umayon,6.08,"Slice of Life, Comedy, Sports",Unknown,うまよん,TV,12,Cygames,Unknown,W-Toon Studio,4-koma manga,3 min. per ep.,PG-13,7904,4674,11354,5,3.0,"Jul 7, 2020","Sep 22, 2020",2020,Summer
38837,Puso Ni Comi,6.51,"Action, Game, Sci-Fi, Comedy, Parody, School",Unknown,ぷそ煮コミ,ONA,20,Sega,Unknown,Unknown,Web manga,3 min. per ep.,PG-13,5819,10551,961,3,3.0,"Jan 8, 2019","May 21, 2019",Unknown,Unknown
38843,Shironeko Project: Zero Chronicle,5.3,"Action, Adventure, Magic, Fantasy",Shironeko Project ZERO CHRONICLE,白猫プロジェクトZERO CHRONICLE,TV,12,NBCUniversal Entertainment Japan,Funimation,Project No.9,Game,23 min. per ep.,PG-13,10125,2048,58294,195,23.0,"Apr 6, 2020","Jun 22, 2020",2020,Spring
38850,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,7.56,"Action, Magic, Fantasy, Shoujo",Unknown,映画スター☆トゥインクルプリキュア 星のうたに想いをこめて,Movie,1,Unknown,Unknown,Toei Animation,Original,1 hr. 12 min.,G,1386,8655,2150,8,72.0,"Oct 19, 2019",Unknown,Unknown,Unknown
38851,Virtual-san wa Miteiru,5.42,"Comedy, Music",Virtual-san Looking,バーチャルさんはみている,TV,12,Dwango,Unknown,Lide,Original,24 min. per ep.,PG-13,9874,5798,6570,20,24.0,"Jan 10, 2019","Mar 27, 2019",2019,Winter
38852,Kawaiku Naritai,6.55,Music,Unknown,可愛くなりたい／HoneyWorks feat.鎖那,Music,1,Unknown,Unknown,Unknown,Music,4 min.,G,5649,12536,429,0,4.0,"Jan 17, 2017",Unknown,Unknown,Unknown
38853,Ex-Arm,2.18,"Action, Sci-Fi, Ecchi, Seinen",Unknown,EX-ARMエクスアーム,TV,12,Nippon Columbia,Crunchyroll,Visual Flight,Manga,23 min. per ep.,PG-13,11073,2350,46649,237,23.0,"Jan 11, 2021",?,2021,Winter
38855,Yuu Kiri,Unknown,Music,Unknown,夕霧,Music,1,Unknown,Unknown,Calf Studio,Original,3 min.,G,13071,16187,128,0,3.0,"Aug 5, 2015",Unknown,Unknown,Unknown
38860,Bakumatsu: Crisis,5.7,"Action, Historical, Samurai",Unknown,BAKUMATSU ~恋愛幕末カレシ 外伝~ クライシス,TV,12,TBS,Unknown,Studio Deen,Game,24 min. per ep.,PG-13,9151,4929,9885,16,24.0,"Apr 5, 2019","Jun 21, 2019",2019,Spring
38865,Bitch Gakuen ga Seijun na Hazu ga Nai!!? The Animation,6.33,Hentai,Unknown,ビッチ学園が清純なはずがないっ!!? The Animation,OVA,2,Unknown,Unknown,Unknown,Visual novel,16 min. per ep.,Hentai,0,7937,2873,4,16.0,"Mar 29, 2019","Jun 28, 2019",Unknown,Unknown
38866,Seikatsu Shuukan The Animation,7.27,Hentai,Unknown,性活週間 THE ANIMATION,OVA,2,Pink Pineapple,Unknown,Seven,Manga,30 min. per ep.,Hentai,0,4912,10030,104,30.0,"Mar 29, 2019","Jul 26, 2019",Unknown,Unknown
38881,Jimoto ga Japan,Unknown,"Slice of Life, Comedy, Shounen",I'm from Japan,ジモトがジャパン,TV,50,Unknown,Unknown,Oddjob,Manga,2 min. per ep.,G,14687,9475,1553,4,2.0,"Apr 8, 2019","Mar 23, 2020",2019,Spring
38882,Ryouma! The Prince of Tennis Shinsei Movie: Tennis no Ouji-sama,Unknown,"Action, Comedy, Sports, Shounen",Unknown,リョーマ！The Prince of Tennis 新生劇場版テニスの王子様,Movie,1,Unknown,Unknown,Keica,Manga,Unknown,PG-13,0,7955,2873,4,0.0,"Sep 3, 2021",Unknown,Unknown,Unknown
38883,Haikyuu!!: To the Top,8.39,"Comedy, Sports, Drama, School, Shounen",Unknown,ハイキュー!! TO THE TOP,TV,13,Dentsu,Unknown,Production I.G,Manga,24 min. per ep.,PG-13,159,276,470208,4058,24.0,"Jan 11, 2020","Apr 4, 2020",2020,Winter
38889,Kono Oto Tomare! 2nd Season,8.43,"Drama, Music, Romance, School, Shounen",Kono Oto Tomare!:Sounds of Life Season 2,この音とまれ！,TV,13,WOWOW,Funimation,Platinum Vision,Manga,23 min. per ep.,PG-13,138,1628,82333,974,23.0,"Oct 6, 2019","Dec 29, 2019",2019,Fall
38891,Sora no Method: Mou Hitotsu no Negai,7.13,"Slice of Life, Comedy, Fantasy, School",Unknown,天体のメソッド もうひとつの願い,ONA,1,Unknown,Unknown,Studio 3Hz,Original,29 min.,PG-13,3063,7223,3782,2,29.0,"Oct 11, 2019",Unknown,Unknown,Unknown
38895,Double Decker! Doug & Kirill: Extra,7.18,"Action, Sci-Fi, Comedy, Police",Unknown,『DOUBLE DECKER! ダグ＆キリル』EXTRA,Special,3,Unknown,Unknown,Sunrise,Original,24 min. per ep.,R-17+,2841,6230,5491,1,24.0,"Feb 10, 2019","Apr 10, 2019",Unknown,Unknown
38897,Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,6.54,"Action, Game, Comedy, Magic",Fate/Kaleid Liner Prisma Illya:Prisma★Phantasm,プリズマ☆ファンタズム,Movie,1,Unknown,Sentai Filmworks,SILVER LINK.,Manga,1 hr. 2 min.,PG-13,5670,4459,12761,15,62.0,"Jun 14, 2019",Unknown,Unknown,Unknown
38905,Xmas Song,5.72,Music,Xmas Song,Xmas Song,Music,1,Unknown,Unknown,Unknown,Original,2 min.,G,9098,15362,173,1,2.0,"Dec 9, 2016",Unknown,Unknown,Unknown
38906,Alice in Voodooland,5.7,"Music, Dementia, Horror, Fantasy",Alice in Voodooland,Alice in Voodooland,Music,1,Unknown,Unknown,Unknown,Other,2 min.,R-17+,9135,11700,599,1,2.0,"Oct 5, 2016",Unknown,Unknown,Unknown
38907,Yasashii Akuma,Unknown,"Demons, Kids",The Kind Devil,やさしいあくま,ONA,1,Unknown,Unknown,Kate Arrow,Picture book,25 min.,G,12978,15355,174,0,25.0,"Dec 26, 2018",Unknown,Unknown,Unknown
38909,Infinite Dendrogram,6.14,"Game, Fantasy",Infinite Dendrogram,<Infinite Dendrogram>-インフィニット・デンドログラム-,TV,13,AT-X,Funimation,NAZ,Light novel,23 min. per ep.,PG-13,7619,1277,113280,205,23.0,"Jan 9, 2020","Apr 16, 2020",2020,Winter
38915,Kyochuu Rettou,4.46,Horror,The Island of Giant Insects,巨蟲列島,OVA,1,Nihon Ad Systems,Unknown,Passione,Manga,22 min.,R+,10922,4540,12067,11,22.0,"Jun 20, 2019",Unknown,Unknown,Unknown
38916,Battle Spirits: Saga Brave,6.88,"Game, Military, Sci-Fi, Adventure, Demons",Unknown,バトルスピリッツ サーガブレイヴ,ONA,3,Unknown,Unknown,Unknown,Card game,24 min. per ep.,PG,4107,11252,718,1,24.0,"Jun 14, 2019","Jan 24, 2020",Unknown,Unknown
38917,Tong Ling Fei,7.74,"Comedy, Historical, Drama, Romance",Unknown,通灵妃,ONA,16,Tencent Animation & Comics,Unknown,Haoliners Animation League,Web manga,20 min. per ep.,PG-13,946,4052,16142,331,20.0,"Nov 30, 2018","Apr 19, 2019",Unknown,Unknown
38918,Shao Nian Ge Xing,6.89,"Action, Adventure, Mystery, Historical, Martial Arts",Unknown,少年歌行,ONA,26,bilibili,Unknown,CG Year,Novel,26 min. per ep.,PG-13,4058,10738,878,9,26.0,"Dec 26, 2018","Jun 5, 2019",Unknown,Unknown
38920,Kochouki: Wakaki Nobunaga,6.51,"Action, Historical, Drama, Samurai",Kochoki,胡蝶綺 ～若き信長～,TV,12,WOWOW,Funimation,Studio Deen,Original,23 min. per ep.,PG-13,5866,3481,22065,54,23.0,"Jul 8, 2019","Sep 23, 2019",2019,Summer
38921,Tsurune: Kazemai Koukou Kyuudoubu - Yabai,7.12,"Sports, Drama, School",Unknown,ツルネ ―風舞高校弓道部― 第十四話「矢場い」,Special,1,Pony Canyon,Unknown,Kyoto Animation,Light novel,24 min.,PG-13,3137,4207,14604,15,24.0,"Mar 3, 2019",Unknown,Unknown,Unknown
38922,Kimi ga Mita Sora wa,5.76,Music,Unknown,キミが見た空は,Music,1,Unknown,Unknown,Unknown,Game,1 min.,G,8966,14550,220,0,1.0,"Dec 27, 2018",Unknown,Unknown,Unknown
38923,Sinbi Apateu: Ghost Ball Bimil,6.48,"Action, Mystery, Kids",The Haunted House:The Secret of the Ghost Ball,신비아파트:고스트볼의 비밀,TV,24,Unknown,Unknown,Unknown,Original,24 min. per ep.,G,5981,12343,464,7,24.0,"Jul 20, 2016","Jan 18, 2017",2016,Summer
38924,Nekopara,6.76,"Slice of Life, Comedy",NekoparA,ネコぱら,TV,12,Movic,Funimation,Felix Film,Visual novel,23 min. per ep.,PG-13,4604,1293,110004,596,23.0,"Jan 9, 2020","Mar 26, 2020",2020,Winter
38934,Change Our Mirai!: Our 7 Lights,5.64,Music,Change Our Mirai!  (Our 7 Lights),Change Our MIRAI！ (Our 7 Lights),Music,1,Unknown,Unknown,Unknown,Original,5 min.,G,9300,11542,635,0,5.0,"Sep 14, 2018",Unknown,Unknown,Unknown
38935,Miru Tights,6.57,"Ecchi, School",Unknown,みるタイツ,ONA,12,TRUSS,Unknown,Yokohama Animation Lab,Original,4 min. per ep.,PG-13,5533,1850,67626,358,4.0,"May 11, 2019","Jul 27, 2019",Unknown,Unknown
38936,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,7.11,"Fantasy, Mystery, Supernatural",Unknown,ロード・エルメロイⅡ世の事件簿 {魔眼蒐集列車[レール・ツェッペリン]} Grace note 墓守と猫と魔術師,Special,1,Magic Capsule,Aniplex of America,TROYCA,Light novel,24 min.,PG-13,3174,2483,42019,35,24.0,"Dec 31, 2018",Unknown,Unknown,Unknown
38937,Persona 5 the Animation Recap,6.28,"Action, Supernatural, Fantasy",Unknown,PERSONA5 the Animation TVアニメ総集編,Special,1,Unknown,Unknown,CloverWorks,Game,24 min.,R-17+,6988,7150,3894,3,24.0,"Dec 30, 2018",Unknown,Unknown,Unknown
38938,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,7.44,"Comedy, Romance",Unknown,青春ブタ野郎はバニーガール先輩の夢を見ない,Special,5,Unknown,Unknown,CloverWorks,Light novel,8 min. per ep.,PG-13,1780,2282,49553,244,8.0,"Dec 19, 2018","May 15, 2019",Unknown,Unknown
38939,Kakegurui Picture Drama,6.66,"Game, Comedy",Unknown,賭ケグルイ メイド喫茶百花王,Special,3,Unknown,Unknown,MAPPA,Manga,2 min. per ep.,R-17+,5105,3837,17949,33,2.0,"Oct 13, 2017","Dec 15, 2017",Unknown,Unknown
38940,Cop Craft,6.74,"Action, Fantasy, Magic, Police, Sci-Fi",Unknown,COP CRAFT [コップクラフト],TV,12,Unknown,Funimation,Millepensee,Light novel,23 min. per ep.,R-17+,4711,1501,92206,176,23.0,"Jul 9, 2019","Oct 1, 2019",2019,Summer
38954,"Okoshiyasu, Chitose-chan Recaps",5.79,"Slice of Life, Comedy, Josei",Unknown,"おこしやす, ちとせちゃん",Special,2,Unknown,Unknown,Gathering,Manga,3 min. per ep.,G,8872,12562,427,0,3.0,"Dec 19, 2018","Feb 15, 2019",Unknown,Unknown
38957,Shake-chan,5.74,Comedy,Unknown,シャケちゃん,ONA,1,Unknown,Unknown,Unknown,Original,5 min.,PG-13,9042,11270,717,2,5.0,"Mar 9, 2012",Unknown,Unknown,Unknown
38958,Manga de Wakaru! Fate/Grand Order,7.73,Comedy,Unknown,マンガで分かる！Fate/Grand Order,Special,1,Unknown,Unknown,A-1 Pictures,Game,14 min.,PG-13,967,4637,11644,38,14.0,"Dec 31, 2018",Unknown,Unknown,Unknown
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,7.36,"Fantasy, Mystery, Supernatural",Unknown,ロード・エルメロイⅡ世の事件簿 -魔眼蒐集列車 Grace note-,TV,13,Aniplex,Aniplex of America,TROYCA,Light novel,23 min. per ep.,R-17+,2066,1316,108495,319,23.0,"Jul 7, 2019","Sep 29, 2019",2019,Summer
38960,Roto Spread,5.78,Music,Roto Spread,ROTO SPREAD,Music,1,Unknown,Unknown,Unknown,Original,1 min.,G,8899,14658,213,0,1.0,"Jun 22, 2016",Unknown,Unknown,Unknown
38961,Takoyaki Story,4.85,"Music, Dementia",Takoyaki Story,たこやきストーリー,Music,1,Unknown,Unknown,Unknown,Original,1 min.,R+,10725,13882,268,0,1.0,"Oct 10, 2018",Unknown,Unknown,Unknown
